* Measurement data measured by REW V5.20.13
* Source: Vector average
* Format: Vector average
* Dated: 21.3.2023 15:30:26
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: MM1 SPL
* Measurement: MM1 AVG
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
10174.073093	56.393	12.9404
10174.439304	56.393	12.9421
10174.805515	56.393	12.9436
10175.171726	56.393	12.9451
10175.537937	56.393	12.9468
10175.904148	56.393	12.9482
10176.270359	56.394	12.9497
10176.636570	56.394	12.9514
10177.002781	56.394	12.9529
10177.368992	56.394	12.9543
10177.735203	56.394	12.9561
10178.101414	56.395	12.9575
10178.467625	56.395	12.9590
10178.833836	56.395	12.9604
10179.200047	56.395	12.9622
10179.566258	56.395	12.9636
10179.932469	56.396	12.9651
10180.298680	56.396	12.9666
10180.664891	56.396	12.9683
10181.031102	56.396	12.9697
10181.397313	56.396	12.9712
10181.763524	56.397	12.9727
10182.129735	56.397	12.9744
10182.495946	56.397	12.9758
10182.862157	56.397	12.9773
10183.228368	56.397	12.9788
10183.594579	56.398	12.9805
10183.960790	56.398	12.9819
10184.327000	56.398	12.9834
10184.693211	56.398	12.9849
10185.059422	56.398	12.9863
10185.425633	56.399	12.9878
10185.791844	56.399	12.9895
10186.158055	56.399	12.9910
10186.524266	56.399	12.9924
10186.890477	56.400	12.9939
10187.256688	56.400	12.9954
10187.622899	56.400	12.9968
10187.989110	56.400	12.9985
10188.355321	56.400	13.0000
10188.721532	56.401	13.0015
10189.087743	56.401	13.0029
10189.453954	56.401	13.0044
10189.820165	56.401	13.0059
10190.186376	56.402	13.0073
10190.552587	56.402	13.0088
10190.918798	56.402	13.0105
10191.285009	56.402	13.0120
10191.651220	56.402	13.0134
10192.017431	56.403	13.0149
10192.383642	56.403	13.0164
10192.749853	56.403	13.0178
10193.116064	56.403	13.0193
10193.482275	56.404	13.0208
10193.848486	56.404	13.0222
10194.214697	56.404	13.0237
10194.580908	56.404	13.0251
10194.947119	56.405	13.0266
10195.313330	56.405	13.0281
10195.679540	56.405	13.0295
10196.045751	56.405	13.0310
10196.411962	56.406	13.0325
10196.778173	56.406	13.0339
10197.144384	56.406	13.0354
10197.510595	56.406	13.0369
10197.876806	56.407	13.0383
10198.243017	56.407	13.0398
10198.609228	56.407	13.0413
10198.975439	56.407	13.0427
10199.341650	56.408	13.0442
10199.707861	56.408	13.0457
10200.074072	56.408	13.0471
10200.440283	56.408	13.0486
10200.806494	56.409	13.0500
10201.172705	56.409	13.0515
10201.538916	56.409	13.0530
10201.905127	56.409	13.0544
10202.271338	56.410	13.0557
10202.637549	56.410	13.0571
10203.003760	56.410	13.0586
10203.369971	56.410	13.0601
10203.736182	56.411	13.0615
10204.102393	56.411	13.0630
10204.468604	56.411	13.0645
10204.834815	56.411	13.0657
10205.201026	56.412	13.0671
10205.567237	56.412	13.0686
10205.933448	56.412	13.0701
10206.299659	56.412	13.0715
10206.665870	56.413	13.0730
10207.032080	56.413	13.0742
10207.398291	56.413	13.0757
10207.764502	56.414	13.0771
10208.130713	56.414	13.0786
10208.496924	56.414	13.0798
10208.863135	56.414	13.0813
10209.229346	56.415	13.0828
10209.595557	56.415	13.0842
10209.961768	56.415	13.0854
10210.327979	56.416	13.0869
10210.694190	56.416	13.0884
10211.060401	56.416	13.0898
10211.426612	56.416	13.0911
10211.792823	56.417	13.0925
10212.159034	56.417	13.0940
10212.525245	56.417	13.0952
10212.891456	56.418	13.0967
10213.257667	56.418	13.0981
10213.623878	56.418	13.0994
10213.990089	56.418	13.1008
10214.356300	56.419	13.1023
10214.722511	56.419	13.1035
10215.088722	56.419	13.1050
10215.454933	56.420	13.1062
10215.821144	56.420	13.1077
10216.187355	56.420	13.1091
10216.553566	56.420	13.1104
10216.919777	56.421	13.1118
10217.285988	56.421	13.1130
10217.652199	56.421	13.1145
10218.018409	56.422	13.1157
10218.384620	56.422	13.1172
10218.750831	56.422	13.1184
10219.117042	56.423	13.1199
10219.483253	56.423	13.1211
10219.849464	56.423	13.1226
10220.215675	56.424	13.1238
10220.581886	56.424	13.1252
10220.948097	56.424	13.1265
10221.314308	56.424	13.1279
10221.680519	56.425	13.1292
10222.046730	56.425	13.1306
10222.412941	56.425	13.1318
10222.779152	56.426	13.1333
10223.145363	56.426	13.1345
10223.511574	56.426	13.1357
10223.877785	56.427	13.1372
10224.243996	56.427	13.1384
10224.610207	56.427	13.1396
10224.976418	56.428	13.1411
10225.342629	56.428	13.1423
10225.708840	56.428	13.1438
10226.075051	56.429	13.1450
10226.441262	56.429	13.1462
10226.807473	56.429	13.1475
10227.173684	56.430	13.1489
10227.539895	56.430	13.1501
10227.906106	56.430	13.1514
10228.272317	56.431	13.1528
10228.638528	56.431	13.1541
10229.004739	56.431	13.1553
10229.370949	56.432	13.1565
10229.737160	56.432	13.1580
10230.103371	56.432	13.1592
10230.469582	56.433	13.1604
10230.835793	56.433	13.1616
10231.202004	56.433	13.1628
10231.568215	56.434	13.1643
10231.934426	56.434	13.1655
10232.300637	56.434	13.1667
10232.666848	56.435	13.1680
10233.033059	56.435	13.1692
10233.399270	56.435	13.1704
10233.765481	56.436	13.1716
10234.131692	56.436	13.1731
10234.497903	56.436	13.1743
10234.864114	56.437	13.1755
10235.230325	56.437	13.1768
10235.596536	56.437	13.1780
10235.962747	56.438	13.1792
10236.328958	56.438	13.1804
10236.695169	56.438	13.1816
10237.061380	56.439	13.1829
10237.427591	56.439	13.1841
10237.793802	56.440	13.1853
10238.160013	56.440	13.1865
10238.526224	56.440	13.1877
10238.892435	56.441	13.1890
10239.258646	56.441	13.1902
10239.624857	56.441	13.1914
10239.991068	56.442	13.1926
10240.357278	56.442	13.1938
10240.723489	56.442	13.1951
10241.089700	56.443	13.1960
10241.455911	56.443	13.1973
10241.822122	56.444	13.1985
10242.188333	56.444	13.1997
10242.554544	56.444	13.2009
10242.920755	56.445	13.2021
10243.286966	56.445	13.2034
10243.653177	56.445	13.2043
10244.019388	56.446	13.2056
10244.385599	56.446	13.2068
10244.751810	56.446	13.2080
10245.118021	56.447	13.2090
10245.484232	56.447	13.2102
10245.850443	56.448	13.2114
10246.216654	56.448	13.2126
10246.582865	56.448	13.2136
10246.949076	56.449	13.2148
10247.315287	56.449	13.2161
10247.681498	56.450	13.2170
10248.047709	56.450	13.2183
10248.413920	56.450	13.2195
10248.780131	56.451	13.2205
10249.146342	56.451	13.2217
10249.512553	56.451	13.2229
10249.878764	56.452	13.2239
10250.244975	56.452	13.2251
10250.611186	56.453	13.2261
10250.977397	56.453	13.2273
10251.343608	56.453	13.2285
10251.709818	56.454	13.2295
10252.076029	56.454	13.2307
10252.442240	56.455	13.2317
10252.808451	56.455	13.2329
10253.174662	56.455	13.2339
10253.540873	56.456	13.2351
10253.907084	56.456	13.2361
10254.273295	56.457	13.2371
10254.639506	56.457	13.2383
10255.005717	56.457	13.2393
10255.371928	56.458	13.2405
10255.738139	56.458	13.2415
10256.104350	56.459	13.2427
10256.470561	56.459	13.2437
10256.836772	56.459	13.2446
10257.202983	56.460	13.2458
10257.569194	56.460	13.2468
10257.935405	56.461	13.2478
10258.301616	56.461	13.2490
10258.667827	56.461	13.2500
10259.034038	56.462	13.2510
10259.400249	56.462	13.2520
10259.766460	56.463	13.2532
10260.132671	56.463	13.2542
10260.498882	56.463	13.2551
10260.865093	56.464	13.2561
10261.231304	56.464	13.2571
10261.597515	56.465	13.2583
10261.963726	56.465	13.2593
10262.329937	56.466	13.2603
10262.696148	56.466	13.2612
10263.062358	56.466	13.2622
10263.428569	56.467	13.2632
10263.794780	56.467	13.2642
10264.160991	56.468	13.2654
10264.527202	56.468	13.2664
10264.893413	56.469	13.2673
10265.259624	56.469	13.2683
10265.625835	56.469	13.2693
10265.992046	56.470	13.2703
10266.358257	56.470	13.2712
10266.724468	56.471	13.2722
10267.090679	56.471	13.2732
10267.456890	56.472	13.2742
10267.823101	56.472	13.2751
10268.189312	56.472	13.2761
10268.555523	56.473	13.2769
10268.921734	56.473	13.2778
10269.287945	56.474	13.2788
10269.654156	56.474	13.2798
10270.020367	56.475	13.2808
10270.386578	56.475	13.2817
10270.752789	56.475	13.2827
10271.119000	56.476	13.2834
10271.485211	56.476	13.2844
10271.851422	56.477	13.2854
10272.217633	56.477	13.2864
10272.583844	56.478	13.2874
10272.950055	56.478	13.2881
10273.316266	56.479	13.2891
10273.682477	56.479	13.2900
10274.048687	56.479	13.2908
10274.414898	56.480	13.2917
10274.781109	56.480	13.2927
10275.147320	56.481	13.2935
10275.513531	56.481	13.2944
10275.879742	56.482	13.2954
10276.245953	56.482	13.2961
10276.612164	56.483	13.2971
10276.978375	56.483	13.2979
10277.344586	56.484	13.2988
10277.710797	56.484	13.2996
10278.077008	56.484	13.3005
10278.443219	56.485	13.3013
10278.809430	56.485	13.3022
10279.175641	56.486	13.3030
10279.541852	56.486	13.3040
10279.908063	56.487	13.3047
10280.274274	56.487	13.3057
10280.640485	56.488	13.3064
10281.006696	56.488	13.3074
10281.372907	56.489	13.3081
10281.739118	56.489	13.3088
10282.105329	56.490	13.3098
10282.471540	56.490	13.3105
10282.837751	56.491	13.3113
10283.203962	56.491	13.3123
10283.570173	56.491	13.3130
10283.936384	56.492	13.3137
10284.302595	56.492	13.3145
10284.668806	56.493	13.3154
10285.035017	56.493	13.3162
10285.401227	56.494	13.3169
10285.767438	56.494	13.3176
10286.133649	56.495	13.3184
10286.499860	56.495	13.3193
10286.866071	56.496	13.3201
10287.232282	56.496	13.3208
10287.598493	56.497	13.3215
10287.964704	56.497	13.3223
10288.330915	56.498	13.3230
10288.697126	56.498	13.3237
10289.063337	56.499	13.3245
10289.429548	56.499	13.3252
10289.795759	56.500	13.3259
10290.161970	56.500	13.3267
10290.528181	56.501	13.3274
10290.894392	56.501	13.3281
10291.260603	56.502	13.3289
10291.626814	56.502	13.3296
10291.993025	56.503	13.3303
10292.359236	56.503	13.3311
10292.725447	56.504	13.3318
10293.091658	56.504	13.3325
10293.457869	56.504	13.3330
10293.824080	56.505	13.3337
10294.190291	56.505	13.3345
10294.556502	56.506	13.3352
10294.922713	56.506	13.3359
10295.288924	56.507	13.3364
10295.655135	56.507	13.3372
10296.021346	56.508	13.3379
10296.387556	56.508	13.3386
10296.753767	56.509	13.3391
10297.119978	56.509	13.3398
10297.486189	56.510	13.3406
10297.852400	56.510	13.3411
10298.218611	56.511	13.3418
10298.584822	56.512	13.3423
10298.951033	56.512	13.3430
10299.317244	56.513	13.3435
10299.683455	56.513	13.3442
10300.049666	56.514	13.3450
10300.415877	56.514	13.3455
10300.782088	56.515	13.3462
10301.148299	56.515	13.3467
10301.514510	56.516	13.3472
10301.880721	56.516	13.3479
10302.246932	56.517	13.3484
10302.613143	56.517	13.3491
10302.979354	56.518	13.3496
10303.345565	56.518	13.3503
10303.711776	56.519	13.3508
10304.077987	56.519	13.3513
10304.444198	56.520	13.3518
10304.810409	56.520	13.3525
10305.176620	56.521	13.3530
10305.542831	56.521	13.3535
10305.909042	56.522	13.3542
10306.275253	56.522	13.3547
10306.641464	56.523	13.3552
10307.007675	56.523	13.3557
10307.373886	56.524	13.3562
10307.740096	56.524	13.3567
10308.106307	56.525	13.3574
10308.472518	56.525	13.3579
10308.838729	56.526	13.3584
10309.204940	56.527	13.3589
10309.571151	56.527	13.3594
10309.937362	56.528	13.3599
10310.303573	56.528	13.3604
10310.669784	56.529	13.3608
10311.035995	56.529	13.3613
10311.402206	56.530	13.3618
10311.768417	56.530	13.3623
10312.134628	56.531	13.3628
10312.500839	56.531	13.3633
10312.867050	56.532	13.3638
10313.233261	56.532	13.3640
10313.599472	56.533	13.3645
10313.965683	56.533	13.3650
10314.331894	56.534	13.3655
10314.698105	56.535	13.3660
10315.064316	56.535	13.3665
10315.430527	56.536	13.3667
10315.796738	56.536	13.3672
10316.162949	56.537	13.3677
10316.529160	56.537	13.3679
10316.895371	56.538	13.3684
10317.261582	56.538	13.3689
10317.627793	56.539	13.3691
10317.994004	56.539	13.3696
10318.360215	56.540	13.3701
10318.726425	56.541	13.3704
10319.092636	56.541	13.3708
10319.458847	56.542	13.3711
10319.825058	56.542	13.3716
10320.191269	56.543	13.3718
10320.557480	56.543	13.3723
10320.923691	56.544	13.3726
10321.289902	56.544	13.3730
10321.656113	56.545	13.3733
10322.022324	56.546	13.3738
10322.388535	56.546	13.3740
10322.754746	56.547	13.3743
10323.120957	56.547	13.3748
10323.487168	56.548	13.3750
10323.853379	56.548	13.3752
10324.219590	56.549	13.3757
10324.585801	56.549	13.3760
10324.952012	56.550	13.3762
10325.318223	56.551	13.3765
10325.684434	56.551	13.3767
10326.050645	56.552	13.3772
10326.416856	56.552	13.3774
10326.783067	56.553	13.3777
10327.149278	56.553	13.3779
10327.515489	56.554	13.3782
10327.881700	56.555	13.3784
10328.247911	56.555	13.3787
10328.614122	56.556	13.3789
10328.980333	56.556	13.3792
10329.346544	56.557	13.3794
10329.712755	56.557	13.3796
10330.078965	56.558	13.3799
10330.445176	56.559	13.3801
10330.811387	56.559	13.3804
10331.177598	56.560	13.3806
10331.543809	56.560	13.3809
10331.910020	56.561	13.3811
10332.276231	56.561	13.3813
10332.642442	56.562	13.3813
10333.008653	56.563	13.3816
10333.374864	56.563	13.3818
10333.741075	56.564	13.3821
10334.107286	56.564	13.3823
10334.473497	56.565	13.3823
10334.839708	56.566	13.3826
10335.205919	56.566	13.3828
10335.572130	56.567	13.3828
10335.938341	56.567	13.3831
10336.304552	56.568	13.3833
10336.670763	56.568	13.3833
10337.036974	56.569	13.3835
10337.403185	56.570	13.3835
10337.769396	56.570	13.3838
10338.135607	56.571	13.3838
10338.501818	56.571	13.3840
10338.868029	56.572	13.3840
10339.234240	56.573	13.3843
10339.600451	56.573	13.3843
10339.966662	56.574	13.3843
10340.332873	56.574	13.3845
10340.699084	56.575	13.3845
10341.065295	56.576	13.3845
10341.431505	56.576	13.3848
10341.797716	56.577	13.3848
10342.163927	56.577	13.3848
10342.530138	56.578	13.3850
10342.896349	56.579	13.3850
10343.262560	56.579	13.3850
10343.628771	56.580	13.3850
10343.994982	56.580	13.3850
10344.361193	56.581	13.3853
10344.727404	56.582	13.3853
10345.093615	56.582	13.3853
10345.459826	56.583	13.3853
10345.826037	56.583	13.3853
10346.192248	56.584	13.3853
10346.558459	56.585	13.3853
10346.924670	56.585	13.3853
10347.290881	56.586	13.3853
10347.657092	56.586	13.3853
10348.023303	56.587	13.3853
10348.389514	56.588	13.3853
10348.755725	56.588	13.3850
10349.121936	56.589	13.3850
10349.488147	56.589	13.3850
10349.854358	56.590	13.3850
10350.220569	56.591	13.3850
10350.586780	56.591	13.3850
10350.952991	56.592	13.3848
10351.319202	56.592	13.3848
10351.685413	56.593	13.3848
10352.051624	56.594	13.3845
10352.417834	56.594	13.3845
10352.784045	56.595	13.3845
10353.150256	56.596	13.3843
10353.516467	56.596	13.3843
10353.882678	56.597	13.3840
10354.248889	56.597	13.3840
10354.615100	56.598	13.3838
10354.981311	56.599	13.3838
10355.347522	56.599	13.3835
10355.713733	56.600	13.3835
10356.079944	56.600	13.3833
10356.446155	56.601	13.3833
10356.812366	56.602	13.3831
10357.178577	56.602	13.3828
10357.544788	56.603	13.3828
10357.910999	56.604	13.3826
10358.277210	56.604	13.3823
10358.643421	56.605	13.3823
10359.009632	56.605	13.3821
10359.375843	56.606	13.3818
10359.742054	56.607	13.3816
10360.108265	56.607	13.3813
10360.474476	56.608	13.3813
10360.840687	56.609	13.3811
10361.206898	56.609	13.3809
10361.573109	56.610	13.3806
10361.939320	56.611	13.3804
10362.305531	56.611	13.3801
10362.671742	56.612	13.3799
10363.037953	56.612	13.3799
10363.404164	56.613	13.3796
10363.770374	56.614	13.3794
10364.136585	56.614	13.3792
10364.502796	56.615	13.3789
10364.869007	56.616	13.3787
10365.235218	56.616	13.3784
10365.601429	56.617	13.3779
10365.967640	56.618	13.3777
10366.333851	56.618	13.3774
10366.700062	56.619	13.3772
10367.066273	56.619	13.3767
10367.432484	56.620	13.3765
10367.798695	56.621	13.3762
10368.164906	56.621	13.3760
10368.531117	56.622	13.3755
10368.897328	56.623	13.3752
10369.263539	56.623	13.3748
10369.629750	56.624	13.3745
10369.995961	56.625	13.3740
10370.362172	56.625	13.3738
10370.728383	56.626	13.3735
10371.094594	56.627	13.3730
10371.460805	56.627	13.3726
10371.827016	56.628	13.3723
10372.193227	56.628	13.3718
10372.559438	56.629	13.3716
10372.925649	56.630	13.3711
10373.291860	56.630	13.3706
10373.658071	56.631	13.3704
10374.024282	56.632	13.3699
10374.390493	56.632	13.3694
10374.756703	56.633	13.3689
10375.122914	56.634	13.3687
10375.489125	56.634	13.3682
10375.855336	56.635	13.3677
10376.221547	56.636	13.3672
10376.587758	56.636	13.3667
10376.953969	56.637	13.3662
10377.320180	56.638	13.3657
10377.686391	56.638	13.3652
10378.052602	56.639	13.3647
10378.418813	56.640	13.3643
10378.785024	56.640	13.3638
10379.151235	56.641	13.3633
10379.517446	56.642	13.3628
10379.883657	56.642	13.3623
10380.249868	56.643	13.3618
10380.616079	56.644	13.3613
10380.982290	56.644	13.3608
10381.348501	56.645	13.3601
10381.714712	56.646	13.3596
10382.080923	56.646	13.3591
10382.447134	56.647	13.3586
10382.813345	56.648	13.3579
10383.179556	56.648	13.3574
10383.545767	56.649	13.3569
10383.911978	56.650	13.3562
10384.278189	56.650	13.3557
10384.644400	56.651	13.3552
10385.010611	56.652	13.3542
10385.376822	56.652	13.3538
10385.743033	56.653	13.3530
10386.109243	56.654	13.3525
10386.475454	56.654	13.3518
10386.841665	56.655	13.3511
10387.207876	56.656	13.3506
10387.574087	56.656	13.3499
10387.940298	56.657	13.3494
10388.306509	56.658	13.3486
10388.672720	56.658	13.3479
10389.038931	56.659	13.3472
10389.405142	56.660	13.3467
10389.771353	56.660	13.3459
10390.137564	56.661	13.3452
10390.503775	56.662	13.3445
10390.869986	56.662	13.3438
10391.236197	56.663	13.3433
10391.602408	56.664	13.3425
10391.968619	56.664	13.3418
10392.334830	56.665	13.3411
10392.701041	56.666	13.3403
10393.067252	56.666	13.3396
10393.433463	56.667	13.3389
10393.799674	56.668	13.3381
10394.165885	56.668	13.3374
10394.532096	56.669	13.3367
10394.898307	56.670	13.3357
10395.264518	56.671	13.3350
10395.630729	56.671	13.3342
10395.996940	56.672	13.3335
10396.363151	56.673	13.3328
10396.729362	56.673	13.3318
10397.095573	56.674	13.3311
10397.461783	56.675	13.3303
10397.827994	56.675	13.3293
10398.194205	56.676	13.3286
10398.560416	56.677	13.3279
10398.926627	56.677	13.3269
10399.292838	56.678	13.3262
10399.659049	56.679	13.3252
10400.025260	56.679	13.3245
10400.391471	56.680	13.3235
10400.757682	56.681	13.3228
10401.123893	56.682	13.3218
10401.490104	56.682	13.3210
10401.856315	56.683	13.3201
10402.222526	56.684	13.3191
10402.588737	56.684	13.3184
10402.954948	56.685	13.3174
10403.321159	56.686	13.3164
10403.687370	56.686	13.3157
10404.053581	56.687	13.3147
10404.419792	56.688	13.3137
10404.786003	56.688	13.3127
10405.152214	56.689	13.3118
10405.518425	56.690	13.3108
10405.884636	56.691	13.3101
10406.250847	56.691	13.3091
10406.617058	56.692	13.3081
10406.983269	56.693	13.3071
10407.349480	56.693	13.3062
10407.715691	56.694	13.3052
10408.081902	56.695	13.3042
10408.448112	56.695	13.3030
10408.814323	56.696	13.3020
10409.180534	56.697	13.3010
10409.546745	56.698	13.3000
10409.912956	56.698	13.2991
10410.279167	56.699	13.2981
10410.645378	56.700	13.2969
10411.011589	56.700	13.2959
10411.377800	56.701	13.2949
10411.744011	56.702	13.2937
10412.110222	56.702	13.2927
10412.476433	56.703	13.2917
10412.842644	56.704	13.2905
10413.208855	56.705	13.2896
10413.575066	56.705	13.2883
10413.941277	56.706	13.2874
10414.307488	56.707	13.2861
10414.673699	56.707	13.2852
10415.039910	56.708	13.2839
10415.406121	56.709	13.2830
10415.772332	56.710	13.2817
10416.138543	56.710	13.2805
10416.504754	56.711	13.2795
10416.870965	56.712	13.2783
10417.237176	56.712	13.2771
10417.603387	56.713	13.2761
10417.969598	56.714	13.2749
10418.335809	56.715	13.2737
10418.702020	56.715	13.2725
10419.068231	56.716	13.2712
10419.434442	56.717	13.2700
10419.800652	56.717	13.2688
10420.166863	56.718	13.2676
10420.533074	56.719	13.2666
10420.899285	56.720	13.2654
10421.265496	56.720	13.2639
10421.631707	56.721	13.2627
10421.997918	56.722	13.2615
10422.364129	56.722	13.2603
10422.730340	56.723	13.2590
10423.096551	56.724	13.2578
10423.462762	56.725	13.2566
10423.828973	56.725	13.2554
10424.195184	56.726	13.2539
10424.561395	56.727	13.2527
10424.927606	56.727	13.2515
10425.293817	56.728	13.2500
10425.660028	56.729	13.2488
10426.026239	56.730	13.2476
10426.392450	56.730	13.2461
10426.758661	56.731	13.2449
10427.124872	56.732	13.2434
10427.491083	56.732	13.2422
10427.857294	56.733	13.2407
10428.223505	56.734	13.2395
10428.589716	56.735	13.2380
10428.955927	56.735	13.2368
10429.322138	56.736	13.2354
10429.688349	56.737	13.2339
10430.054560	56.738	13.2327
10430.420771	56.738	13.2312
10430.786981	56.739	13.2297
10431.153192	56.740	13.2283
10431.519403	56.740	13.2271
10431.885614	56.741	13.2256
10432.251825	56.742	13.2241
10432.618036	56.743	13.2227
10432.984247	56.743	13.2212
10433.350458	56.744	13.2197
10433.716669	56.745	13.2183
10434.082880	56.746	13.2168
10434.449091	56.746	13.2153
10434.815302	56.747	13.2139
10435.181513	56.748	13.2124
10435.547724	56.748	13.2109
10435.913935	56.749	13.2095
10436.280146	56.750	13.2080
10436.646357	56.751	13.2065
10437.012568	56.751	13.2048
10437.378779	56.752	13.2034
10437.744990	56.753	13.2019
10438.111201	56.754	13.2004
10438.477412	56.754	13.1987
10438.843623	56.755	13.1973
10439.209834	56.756	13.1956
10439.576045	56.757	13.1941
10439.942256	56.757	13.1926
10440.308467	56.758	13.1909
10440.674678	56.759	13.1895
10441.040889	56.759	13.1877
10441.407100	56.760	13.1863
10441.773311	56.761	13.1846
10442.139521	56.762	13.1829
10442.505732	56.762	13.1814
10442.871943	56.763	13.1797
10443.238154	56.764	13.1780
10443.604365	56.765	13.1765
10443.970576	56.765	13.1748
10444.336787	56.766	13.1731
10444.702998	56.767	13.1714
10445.069209	56.768	13.1699
10445.435420	56.768	13.1682
10445.801631	56.769	13.1665
10446.167842	56.770	13.1648
10446.534053	56.771	13.1631
10446.900264	56.771	13.1614
10447.266475	56.772	13.1597
10447.632686	56.773	13.1580
10447.998897	56.774	13.1562
10448.365108	56.774	13.1545
10448.731319	56.775	13.1528
10449.097530	56.776	13.1511
10449.463741	56.776	13.1492
10449.829952	56.777	13.1475
10450.196163	56.778	13.1458
10450.562374	56.779	13.1440
10450.928585	56.779	13.1421
10451.294796	56.780	13.1404
10451.661007	56.781	13.1387
10452.027218	56.782	13.1367
10452.393429	56.782	13.1350
10452.759640	56.783	13.1333
10453.125850	56.784	13.1313
10453.492061	56.785	13.1296
10453.858272	56.785	13.1277
10454.224483	56.786	13.1260
10454.590694	56.787	13.1240
10454.956905	56.788	13.1221
10455.323116	56.788	13.1204
10455.689327	56.789	13.1184
10456.055538	56.790	13.1165
10456.421749	56.791	13.1147
10456.787960	56.791	13.1128
10457.154171	56.792	13.1108
10457.520382	56.793	13.1089
10457.886593	56.794	13.1069
10458.252804	56.794	13.1052
10458.619015	56.795	13.1033
10458.985226	56.796	13.1013
10459.351437	56.797	13.0994
10459.717648	56.797	13.0974
10460.083859	56.798	13.0955
10460.450070	56.799	13.0935
10460.816281	56.800	13.0916
10461.182492	56.800	13.0896
10461.548703	56.801	13.0876
10461.914914	56.802	13.0854
10462.281125	56.803	13.0835
10462.647336	56.803	13.0815
10463.013547	56.804	13.0796
10463.379758	56.805	13.0776
10463.745969	56.806	13.0754
10464.112180	56.806	13.0735
10464.478390	56.807	13.0715
10464.844601	56.808	13.0693
10465.210812	56.809	13.0674
10465.577023	56.809	13.0652
10465.943234	56.810	13.0632
10466.309445	56.811	13.0610
10466.675656	56.812	13.0591
10467.041867	56.812	13.0569
10467.408078	56.813	13.0549
10467.774289	56.814	13.0527
10468.140500	56.815	13.0505
10468.506711	56.815	13.0486
10468.872922	56.816	13.0464
10469.239133	56.817	13.0442
10469.605344	56.818	13.0420
10469.971555	56.819	13.0400
10470.337766	56.819	13.0378
10470.703977	56.820	13.0356
10471.070188	56.821	13.0334
10471.436399	56.822	13.0312
10471.802610	56.822	13.0291
10472.168821	56.823	13.0269
10472.535032	56.824	13.0247
10472.901243	56.825	13.0225
10473.267454	56.825	13.0203
10473.633665	56.826	13.0181
10473.999876	56.827	13.0159
10474.366087	56.828	13.0137
10474.732298	56.828	13.0115
10475.098509	56.829	13.0090
10475.464720	56.830	13.0068
10475.830930	56.831	13.0046
10476.197141	56.831	13.0024
10476.563352	56.832	13.0000
10476.929563	56.833	12.9978
10477.295774	56.834	12.9956
10477.661985	56.834	12.9932
10478.028196	56.835	12.9910
10478.394407	56.836	12.9885
10478.760618	56.837	12.9863
10479.126829	56.838	12.9839
10479.493040	56.838	12.9817
10479.859251	56.839	12.9792
10480.225462	56.840	12.9768
10480.591673	56.841	12.9746
10480.957884	56.841	12.9722
10481.324095	56.842	12.9697
10481.690306	56.843	12.9675
10482.056517	56.844	12.9651
10482.422728	56.844	12.9626
10482.788939	56.845	12.9602
10483.155150	56.846	12.9578
10483.521361	56.847	12.9556
10483.887572	56.847	12.9531
10484.253783	56.848	12.9507
10484.619994	56.849	12.9482
10484.986205	56.850	12.9458
10485.352416	56.851	12.9434
10485.718627	56.851	12.9409
10486.084838	56.852	12.9382
10486.451049	56.853	12.9358
10486.817259	56.854	12.9333
10487.183470	56.854	12.9309
10487.549681	56.855	12.9285
10487.915892	56.856	12.9260
10488.282103	56.857	12.9233
10488.648314	56.857	12.9209
10489.014525	56.858	12.9185
10489.380736	56.859	12.9158
10489.746947	56.860	12.9133
10490.113158	56.860	12.9106
10490.479369	56.861	12.9082
10490.845580	56.862	12.9055
10491.211791	56.863	12.9031
10491.578002	56.864	12.9004
10491.944213	56.864	12.8979
10492.310424	56.865	12.8953
10492.676635	56.866	12.8928
10493.042846	56.867	12.8901
10493.409057	56.867	12.8875
10493.775268	56.868	12.8848
10494.141479	56.869	12.8823
10494.507690	56.870	12.8796
10494.873901	56.870	12.8770
10495.240112	56.871	12.8743
10495.606323	56.872	12.8716
10495.972534	56.873	12.8689
10496.338745	56.874	12.8665
10496.704956	56.874	12.8638
10497.071167	56.875	12.8611
10497.437378	56.876	12.8584
10497.803589	56.877	12.8555
10498.169799	56.877	12.8528
10498.536010	56.878	12.8501
10498.902221	56.879	12.8474
10499.268432	56.880	12.8447
10499.634643	56.880	12.8420
10500.000854	56.881	12.8394
10500.367065	56.882	12.8364
10500.733276	56.883	12.8337
10501.099487	56.884	12.8311
10501.465698	56.884	12.8281
10501.831909	56.885	12.8254
10502.198120	56.886	12.8225
10502.564331	56.887	12.8198
10502.930542	56.887	12.8169
10503.296753	56.888	12.8142
10503.662964	56.889	12.8113
10504.029175	56.890	12.8086
10504.395386	56.890	12.8057
10504.761597	56.891	12.8030
10505.127808	56.892	12.8000
10505.494019	56.893	12.7971
10505.860230	56.894	12.7944
10506.226441	56.894	12.7915
10506.592652	56.895	12.7886
10506.958863	56.896	12.7856
10507.325074	56.897	12.7827
10507.691285	56.897	12.7798
10508.057496	56.898	12.7771
10508.423707	56.899	12.7742
10508.789918	56.900	12.7712
10509.156128	56.901	12.7683
10509.522339	56.901	12.7654
10509.888550	56.902	12.7625
10510.254761	56.903	12.7593
10510.620972	56.904	12.7563
